iter	Logloss
193	0.2854219391
194	0.2847098631
195	0.284403085
196	0.2843432131
197	0.2839670361
198	0.2835861365
199	0.2827663013
200	0.2823633948
201	0.2818298036
202	0.2813961079
203	0.2806662662
204	0.2803284106
205	0.2798535343
206	0.2793584169
207	0.2789293301
208	0.2785834942
209	0.2782404442
210	0.2778183945
211	0.2774218132
212	0.2773045135
213	0.2768596384
214	0.2764767843
215	0.2758786584
216	0.2754467529
217	0.2748687539
218	0.2746773542
219	0.2743167197
220	0.2734954991
221	0.2729999652
222	0.2724203997
223	0.27183598
224	0.2711332478
225	0.270803725
226	0.2703882056
227	0.2699484498
228	0.269882644
229	0.2695353372
230	0.2690258646
231	0.268452267
232	0.2680314954
233	0.267667661
234	0.267261004
235	0.266879816
236	0.2663847941
237	0.2660348889
238	0.2659663198
239	0.265491768
240	0.2648902695
241	0.2644687718
242	0.2639255973
243	0.2636159388
244	0.2633013535
245	0.2629316802
246	0.2626252463
247	0.2623615188
248	0.2618626924
249	0.2615704527
250	0.2612154668
251	0.2608714792
252	0.2606140035
253	0.2604644048
254	0.2602423212
255	0.2600591293
256	0.2597538411
257	0.2592284873
258	0.2589769041
259	0.2586536743
260	0.2585456188
261	0.2580292559
262	0.2576325377
263	0.2573131801
264	0.2570603667
265	0.2569226703
266	0.2566548543
267	0.2562386113
268	0.2558740319
269	0.2553773357
270	0.2549931782
271	0.2546231892
272	0.2543236644
273	0.2540270896
274	0.2535207641
275	0.2532702733
276	0.2530384745
277	0.2524735966
278	0.2519490662
279	0.2516219768
280	0.2512811875
281	0.2509157938
282	0.2507207346
283	0.2502757895
284	0.2499265248
285	0.2492861309
286	0.2486146477
287	0.2480403997
288	0.2478134824
289	0.2476905822
290	0.247564038
291	0.2471624228
292	0.2468275695
293	0.2467561211
294	0.2462396093
295	0.2458690933
296	0.2455105624
297	0.245183416
298	0.2448059654
299	0.2443888227
300	0.2441274976
301	0.2436768988
302	0.2433305162
303	0.2429981897
304	0.2426777506
305	0.2423173548
306	0.2419250565
307	0.2415545558
308	0.2412401469
309	0.2408642483
310	0.2405382727
311	0.2401578146
312	0.2398716014
313	0.2394920403
314	0.239083459
315	0.2388643523
316	0.2385224113
317	0.2381456614
318	0.2379669059
319	0.2375798318
320	0.2372597165
321	0.2369661743
322	0.2367180298
323	0.2362688556
324	0.2360490066
325	0.2358546858
326	0.2355742819
327	0.2351930668
328	0.2348416683
329	0.2345637323
330	0.2344845569
331	0.2341748253
332	0.2338227603
333	0.2335276569
334	0.2331109791
335	0.2326308825
336	0.2322761645
337	0.2320104739
338	0.2316725003
339	0.2314024789
340	0.2312044226
341	0.2308208454
342	0.2304475714
343	0.2303804885
344	0.2302245816
345	0.2300754759
346	0.2297997278
347	0.2295927421
348	0.2291475823
349	0.22908145
350	0.2287963545
351	0.2284487494
352	0.2281715533
353	0.2278999232
354	0.2276769582
355	0.2274065441
356	0.2272357971
357	0.2269641019
358	0.2267814518
359	0.2265538057
360	0.2262617622
361	0.2260221923
362	0.2257356945
363	0.2255006433
364	0.2253614614
365	0.2250931802
366	0.2247137824
367	0.2244174955
368	0.2241061228
369	0.223807868
370	0.2235607276
371	0.2231736972
372	0.2229627827
373	0.2227126179
374	0.2223537531
375	0.222114794
376	0.221943278
377	0.2217065886
378	0.2215722827
379	0.2213080912
380	0.2210116152
381	0.2207631033
382	0.2206117863
383	0.2202962421
384	0.2199691708
385	0.2196709949
386	0.2195038299
387	0.2193894164
388	0.2192350576
389	0.218986061
390	0.2184849348
391	0.2182793102
392	0.2179597736
393	0.2177303018
394	0.217449275
395	0.2170812017
396	0.2169387328
397	0.2167917522
398	0.2165843078
399	0.2162825933
400	0.2160339224
401	0.2156671899
402	0.2154789995
403	0.2151833177
404	0.2149386341
405	0.214809743
406	0.2145700294
407	0.2143705252
408	0.2140122242
409	0.2137811945
410	0.2135470785
411	0.2135458577
412	0.2133300388
413	0.2129713986
414	0.2126661706
415	0.2125059764
416	0.212268434
417	0.211998035
418	0.2116949819
419	0.2114000093
420	0.2111764717
421	0.2109706056
422	0.2107766615
423	0.2105199229
424	0.2103034241
425	0.2101117291
426	0.2099126466
427	0.2097555986
428	0.2094184699
429	0.2091966754
430	0.2089217916
431	0.2085452185
432	0.2083607435
433	0.2081438155
434	0.2079261133
435	0.2077140668
436	0.2076113357
437	0.2075435811
438	0.2074658496
439	0.2071660369
440	0.2069558327
441	0.2066691229
442	0.2062975642
443	0.2059442781
444	0.205668687
445	0.2054740858
446	0.2053005251
447	0.2049665489
448	0.2046643632
449	0.2045023879
450	0.2041385335
451	0.203842874
452	0.2035404569
453	0.2032814365
454	0.2029050071
455	0.202680381
456	0.2025490834
457	0.2022932572
458	0.202168684
459	0.202009621
460	0.2017809527
461	0.2015830015
462	0.201450311
463	0.2012697165
464	0.2009387742
465	0.2008135739
466	0.2007027053
467	0.200562243
468	0.2004756995
469	0.2003345206
470	0.2000754935
471	0.1999297353
472	0.199570064
473	0.1994452017
474	0.1992904045
475	0.1990809054
476	0.1986861342
477	0.1985958664
478	0.1982790018
479	0.1980240047
480	0.1977653445
481	0.1977260818
482	0.197539214
483	0.1972062959
484	0.1970189514
485	0.196754728
486	0.1966305505
487	0.1964636596
488	0.1962515229
489	0.1960614819
490	0.1960443917
491	0.1958847223
492	0.1956923328
493	0.1955217339
494	0.1953449017
495	0.1952061629
496	0.1949319635
497	0.1946863685
498	0.1943273859
499	0.1941236033
500	0.1939464646
501	0.1938560287
502	0.1935854456
503	0.1933330983
504	0.1930678266
505	0.1928938618
506	0.1927494688
507	0.192465675
508	0.1922855601
509	0.1919804594
510	0.191787782
511	0.1915586353
512	0.1914412799
513	0.19110308
514	0.1908595759
515	0.1906391088
516	0.1903590111
517	0.1902629604
518	0.1900756636
519	0.1899413538
520	0.1896608768
521	0.1892827619
522	0.189102249
523	0.1889809364
524	0.1887411745
525	0.1885495013
526	0.1883746914
527	0.1881922948
528	0.1879141316
529	0.1877362642
530	0.1874942115
531	0.1874168307
532	0.1872787558
533	0.1871357857
534	0.1869649965
535	0.1866118709
536	0.1865468956
537	0.1864171275
538	0.1861541897
539	0.1859527456
540	0.1858564007
541	0.1857457429
542	0.1855342481
543	0.185318469
544	0.1850934841
545	0.1849840847
546	0.1849690504
547	0.1847798812
548	0.1845119003
549	0.1844925766
550	0.1842546999
551	0.183927155
552	0.1837850918
553	0.1835377346
554	0.1834594622
555	0.1831618608
556	0.1830137325
557	0.1827954988
558	0.1826315257
559	0.1824183192
560	0.1821108127
561	0.1820112039
562	0.1816790801
563	0.181417993
564	0.1812909817
565	0.1809669942
566	0.180850523
567	0.1806552612
568	0.1805833501
569	0.1804748021
570	0.1802758344
571	0.180067183
572	0.1799334974
573	0.1797798533
574	0.1795987752
575	0.1795843922
576	0.1794448101
577	0.1793988892
578	0.1791725065
579	0.1789440433
580	0.1786539683
581	0.1784534769
582	0.1784110272
583	0.1783109518
584	0.1781771741
585	0.1779299337
586	0.1778785262
587	0.1777623465
588	0.1775449539
589	0.1774554086
590	0.1773308888
591	0.1771926845
592	0.1770220768
593	0.176834962
594	0.1766641554
595	0.1765607869
596	0.1763983956
597	0.1761792636
598	0.1758944091
599	0.1757333511
600	0.175597085
601	0.1755220555
602	0.1753437247
603	0.1750630753
604	0.1749396559
605	0.1748609642
606	0.1746713244
607	0.1745312935
608	0.1743305087
609	0.1741305346
610	0.1738555968
611	0.1737739853
612	0.1736815414
613	0.1735236223
614	0.1732577739
615	0.17312233
616	0.1729848175
617	0.1728833732
618	0.1726913479
619	0.1725881581
620	0.1724930138
621	0.1724154104
622	0.1721956389
623	0.1720554376
624	0.1719645589
625	0.1717342021
626	0.1715481893
627	0.171253544
628	0.171030233
629	0.1706972757
630	0.1705268031
631	0.1703076628
632	0.1701615163
633	0.1698843664
634	0.1698001258
635	0.1696756064
636	0.1694646248
637	0.1692886474
638	0.1691370444
639	0.1689403709
640	0.16853286
641	0.168514586
642	0.1683652581
643	0.1681416492
644	0.168018419
645	0.1678744056
646	0.1676482935
647	0.1675788727
648	0.1673782407
649	0.1672601342
650	0.1669628201
651	0.1667389099
652	0.1665792789
653	0.1664902373
654	0.1663309465
655	0.1662470215
656	0.1660205678
657	0.1658212536
658	0.1656359795
659	0.1654033576
660	0.1653269577
661	0.1651608107
662	0.1650828206
663	0.1649862784
664	0.1648144553
665	0.1646818429
666	0.1646006264
667	0.1643684959
668	0.1642463283
669	0.1641518227
670	0.1639845724
671	0.1638304697
672	0.1635162295
673	0.1632164353
674	0.1630641024
675	0.1628986523
676	0.1627352912
677	0.1626126299
678	0.1623629962
679	0.1622193371
680	0.1620319851
681	0.1618254169
682	0.1616239678
683	0.1614828473
684	0.16122696
685	0.1611429632
686	0.1610912117
687	0.1607914966
688	0.1605653281
689	0.1604401944
690	0.1601793231
691	0.1600665317
692	0.159858796
693	0.159715385
694	0.1595688861
695	0.1593458824
696	0.1591746317
697	0.1588282191
698	0.1587359198
699	0.1585876303
700	0.1584582715
701	0.1583677082
702	0.1581362976
703	0.1580302892
704	0.1578953027
705	0.1576746743
706	0.1575210121
707	0.1572836876
708	0.1571852787
709	0.1569646458
710	0.1568208287
711	0.1566586771
712	0.1564466353
713	0.156301736
714	0.1561161438
715	0.1560635533
716	0.1559561057
717	0.1557087167
718	0.1556235886
719	0.1555013259
720	0.155333322
721	0.1552288883
722	0.1551047933
723	0.1549272478
724	0.1548412644
725	0.1546559994
726	0.1545028369
727	0.1542752736
728	0.1541878193
729	0.154055965
730	0.1537931227
731	0.1536254874
732	0.15340052
733	0.1533604728
734	0.1532586686
735	0.1530500963
736	0.1529555325
737	0.1526542078
738	0.152617418
739	0.1524976982
740	0.1524184142
741	0.1521832852
742	0.1519325626
743	0.1517399123
744	0.1514047063
745	0.1512193363
746	0.1510464195
747	0.1509122249
748	0.1508040191
749	0.150700056
750	0.150566019
751	0.1503943634
752	0.1502188171
753	0.1498905803
754	0.1498214785
755	0.1495963637
756	0.1493550057
757	0.1492090464
758	0.1491005478
759	0.1489278881
760	0.1486759958
761	0.1485691223
762	0.148463024
763	0.1482288238
764	0.1481021868
765	0.147890004
766	0.1476487789
767	0.1474957123
768	0.1473921607
769	0.1472604274
770	0.1470147493
771	0.1469249853
772	0.1467559434
773	0.1466485245
774	0.1465249711
775	0.1463858226
776	0.1461684133
777	0.1460563043
778	0.1459660918
779	0.1457970217
780	0.1456071159
781	0.1454785548
782	0.145266977
783	0.1451792337
784	0.1451035528
785	0.1449155803
786	0.1447323147
787	0.1445532538
788	0.144415566
789	0.1441833538
790	0.1441011171
791	0.1438027913
792	0.1436720116
793	0.1436185481
794	0.143533669
795	0.1434571114
796	0.1433538291
797	0.1432763791
798	0.1431918745
799	0.1431032339
800	0.1429685457
801	0.1427916255
802	0.1425753059
803	0.1423882825
804	0.1421690202
805	0.1419662742
806	0.1418213054
807	0.1417171088
808	0.1416496036
809	0.1415128734
810	0.141322583
811	0.1411509116
812	0.1409760914
813	0.1408149455
814	0.1406650045
815	0.1406050426
816	0.1404336526
817	0.1403143605
818	0.1401251061
819	0.1399284388
820	0.1398052096
821	0.139639715
822	0.1394869011
823	0.1393750697
824	0.1392049309
825	0.1390114885
826	0.1389394533
827	0.1388465201
828	0.1388045567
829	0.1386889031
830	0.1385983476
831	0.1384450374
832	0.138321685
833	0.1381976484
834	0.1380209226
835	0.137918342
836	0.1378097261
837	0.1376487096
838	0.1375259483
839	0.1374233414
840	0.1373171408
841	0.137177023
842	0.1369463301
843	0.1368478237
844	0.1366920889
845	0.1365698185
846	0.1364226168
847	0.1362558585
848	0.1361783593
849	0.1360188922
850	0.1359103601
851	0.135766676
852	0.1355991209
853	0.1353491351
854	0.1352558376
855	0.1351705204
856	0.1350840973
857	0.1349160316
858	0.1347139647
859	0.1345535766
860	0.1344016367
861	0.1342541039
862	0.1341525099
863	0.1339735514
864	0.1338331471
865	0.1337489479
866	0.1336029727
867	0.1335259703
868	0.1333439911
869	0.1332636458
870	0.132991193
871	0.132865185
872	0.1327361925
873	0.1327027779
874	0.1324518353
875	0.132341844
876	0.1321923853
877	0.1319979967
878	0.1318409568
879	0.1317381277
880	0.1315371468
881	0.1314210959
882	0.1313604683
883	0.1312535723
884	0.1312020755
885	0.1309777196
886	0.1308872413
887	0.130805266
888	0.1306990095
889	0.1305345993
890	0.1304358586
891	0.1303399547
892	0.1301235768
893	0.1299770946
894	0.1299575451
895	0.1298811388
896	0.1297525129
897	0.1296689594
898	0.1296382226
899	0.1294841155
900	0.1293722788
901	0.1292748745
902	0.1291740158
903	0.1289731985
904	0.1289317922
905	0.1288360199
906	0.1286722755
907	0.1285001127
908	0.1284066588
909	0.1283372727
910	0.1282122994
911	0.1281086827
912	0.1278806663
913	0.1277393998
914	0.1275785243
915	0.1274104571
916	0.1273396677
917	0.1273022692
918	0.1272240752
919	0.1270876097
920	0.1270799593
921	0.1268642675
922	0.1267488723
923	0.1266783937
924	0.1266187403
925	0.1264741596
926	0.1264123699
927	0.1262650139
928	0.1261944488
929	0.1260187163
930	0.125896819
931	0.1257618637
932	0.1257027247
933	0.1256438832
934	0.1255779535
935	0.1254660809
936	0.1253851647
937	0.1252060389
938	0.1250751963
939	0.1249505384
940	0.1247955442
941	0.124678654
942	0.1245664273
943	0.1244967682
944	0.1243396514
945	0.124132478
946	0.1241198218
947	0.1240137955
948	0.123809208
949	0.1237562654
950	0.1236429649
951	0.1235619498
952	0.1234301722
953	0.1233571826
954	0.1232756017
955	0.1230781498
956	0.1230240234
957	0.1228257683
958	0.1227122676
959	0.1226012376
960	0.1225141049
961	0.1224415451
962	0.1223371374
963	0.1221317923
964	0.1219955527
965	0.1219283148
966	0.1218247125
967	0.1216362502
968	0.1215048234
969	0.1214428228
970	0.1213337668
971	0.1212447676
972	0.1211298104
973	0.120915891
974	0.1208339684
975	0.1206457779
976	0.1205178921
977	0.120457116
978	0.1203448763
979	0.1202328626
980	0.1200999445
981	0.1199633924
982	0.1198793551
983	0.1197565909
984	0.1196304267
985	0.1195413042
986	0.1194164677
987	0.1192832326
988	0.1191680747
989	0.1190107808
990	0.1188584548
991	0.1188134863
992	0.1187522655
993	0.1186066848
994	0.1185464996
995	0.1184287591
996	0.1184067456
997	0.1183269698
998	0.1182264353
999	0.1181070467
